m1,m2,m3,m4,m5,m6,repository,version,ncloc,code_quality,testing_status,Maintainability,Reliability,total
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-10-2023-0-36-43,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-10-2023-19-10-35,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-12-2023-14-51-13,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-12-2023-14-8-45,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-12-2023-20-28-22,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-13-2023-20-1-1,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-18-2023-3-10-17,12883,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-19-2023-21-35-21,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-19-2023-23-43-9,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-21-2023-14-20-17,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-21-2023-14-46-29,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-21-2023-15-10-34,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-21-2023-22-48-21,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-22-2023-13-5-31,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-22-2023-17-29-57,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-22-2023-2-42-43,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-22-2023-4-48-53,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-24-2023-18-15-21,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.8333333333333334,0.0,1.0,1.0,1.0,0.3611111111111111,fga-eps-mds-2023-1-schedula-front,5-24-2023-18-31-46,13091,0.605,0.6805555555555556,0.3025,0.3402777777777778,0.6427777777777778
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,5-24-2023-19-51-30,15418,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,5-24-2023-21-57-51,15418,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,5-31-2023-20-33-26,15418,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,5-31-2023-20-47-51,15284,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,5-31-2023-20-9-20,15418,0.56375,0.75,0.281875,0.375,0.656875
0.8181818181818182,0.0,1.0,0.0,1.0,0.3939393939393939,fga-eps-mds-2023-1-schedula-front,5-8-2023-19-12-8,12810,0.6000000000000001,0.44696969696969696,0.30000000000000004,0.22348484848484848,0.5234848484848486
0.8181818181818182,0.0,1.0,0.0,1.0,0.3939393939393939,fga-eps-mds-2023-1-schedula-front,5-8-2023-19-20-13,12810,0.6000000000000001,0.44696969696969696,0.30000000000000004,0.22348484848484848,0.5234848484848486
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,6-12-2023-23-41-48,15284,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,6-14-2023-20-18-55,15284,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,6-14-2023-20-37-17,15284,0.56375,0.75,0.281875,0.375,0.656875
0.7083333333333334,0.0,1.0,1.0,1.0,0.5,fga-eps-mds-2023-1-schedula-front,6-14-2023-21-1-47,15284,0.56375,0.75,0.281875,0.375,0.656875
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-14-2023-21-21-15,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-15-2023-15-33-30,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-16-2023-0-22-7,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-17-2023-18-52-13,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-19-2023-23-23-22,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-20-2023-0-19-30,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-20-2023-20-55-44,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-20-2023-20-59-24,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-20-2023-21-53-48,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
0.7037037037037037,0.0,1.0,1.0,1.0,0.48148148148148145,fga-eps-mds-2023-1-schedula-front,6-20-2023-22-31-20,10459,0.5622222222222223,0.7407407407407407,0.28111111111111114,0.37037037037037035,0.6514814814814816
